,prices,hour,day,week,month
15238,88.43,22,4,38,8
15239,82.11,23,4,38,8
15240,72.56,0,5,38,8
15241,70.32,1,5,38,8
15242,68.5,2,5,38,8
15243,63.37,3,5,38,8
15244,62.92,4,5,38,8
15245,65.51,5,5,38,8
15246,71.1,6,5,38,8
15247,81.69,7,5,38,8
15248,88.38,8,5,38,8
15249,93.59,9,5,38,8
15250,96.56,10,5,38,8
15251,96.0,11,5,38,8
15252,92.45,12,5,38,8
15253,88.93,13,5,38,8
15254,85.18,14,5,38,8
15255,83.22,15,5,38,8
15256,78.54,16,5,38,8
15257,80.22,17,5,38,8
15258,86.0,18,5,38,8
15259,94.82,19,5,38,8
15260,99.08,20,5,38,8
15261,87.84,21,5,38,8
15262,90.0,22,5,38,8
15263,85.15,23,5,38,8
15264,74.18,0,6,38,8
15265,69.72,1,6,38,8
15266,64.0,2,6,38,8
15267,55.64,3,6,38,8
15268,53.03,4,6,38,8
15269,55.6,5,6,38,8
15270,55.5,6,6,38,8
15271,55.5,7,6,38,8
15272,62.84,8,6,38,8
15273,67.15,9,6,38,8
15274,70.0,10,6,38,8
15275,77.96,11,6,38,8
15276,78.51,12,6,38,8
15277,70.64,13,6,38,8
15278,71.44,14,6,38,8
15279,71.5,15,6,38,8
15280,69.28,16,6,38,8
15281,70.0,17,6,38,8
15282,77.5,18,6,38,8
15283,97.97,19,6,38,8
15284,96.96,20,6,38,8
15285,84.0,21,6,38,8
15286,84.04,22,6,38,8
15287,75.46,23,6,38,8
15288,70.96,0,0,39,8
15289,66.0,1,0,39,8
15290,61.73,2,0,39,8
15291,57.25,3,0,39,8
15292,58.85,4,0,39,8
15293,67.33,5,0,39,8
15294,86.23,6,0,39,8
15295,124.01,7,0,39,8
15296,134.01,8,0,39,8
15297,148.03,9,0,39,8
15298,148.71,10,0,39,8
15299,152.0,11,0,39,8
15300,131.04,12,0,39,8
15301,133.02,13,0,39,8
15302,125.97,14,0,39,8
15303,119.94,15,0,39,8
15304,116.95,16,0,39,8
15305,113.92,17,0,39,8
15306,115.7,18,0,39,8
15307,140.99,19,0,39,8
15308,124.01,20,0,39,8
15309,107.98,21,0,39,8
15310,93.1,22,0,39,8
15311,75.0,23,0,39,8
15312,65.42,0,1,39,8
15313,60.19,1,1,39,8
15314,57.17,2,1,39,8
15315,50.0,3,1,39,8
15316,49.66,4,1,39,8
15317,59.33,5,1,39,8
15318,84.93,6,1,39,8
15319,113.8,7,1,39,8
15320,120.23,8,1,39,8
15321,119.0,9,1,39,8
15322,120.78,10,1,39,8
15323,118.67,11,1,39,8
15324,112.38,12,1,39,8
15325,112.56,13,1,39,8
15326,116.05,14,1,39,8
15327,107.7,15,1,39,8
15328,100.02,16,1,39,8
15329,100.0,17,1,39,8
15330,116.46,18,1,39,8
15331,120.58,19,1,39,8
15332,121.98,20,1,39,8
15333,96.34,21,1,39,8
15334,91.42,22,1,39,8
15335,82.54,23,1,39,8
15336,70.0,0,2,39,9
15337,68.05,1,2,39,9
15338,52.0,2,2,39,9
15339,45.0,3,2,39,9
15340,44.28,4,2,39,9
15341,58.0,5,2,39,9
15342,72.04,6,2,39,9
15343,99.22,7,2,39,9
15344,111.01,8,2,39,9
15345,113.56,9,2,39,9
15346,112.57,10,2,39,9
15347,115.37,11,2,39,9
15348,112.25,12,2,39,9
15349,107.51,13,2,39,9
15350,110.09,14,2,39,9
15351,106.53,15,2,39,9
15352,107.71,16,2,39,9
15353,100.7,17,2,39,9
15354,116.79,18,2,39,9
15355,124.29,19,2,39,9
15356,119.81,20,2,39,9
15357,101.26,21,2,39,9
15358,90.12,22,2,39,9
15359,89.47,23,2,39,9
15360,61.95,0,3,39,9
15361,59.46,1,3,39,9
15362,47.0,2,3,39,9
15363,44.0,3,3,39,9
15364,46.37,4,3,39,9
15365,63.57,5,3,39,9
15366,85.25,6,3,39,9
15367,110.18,7,3,39,9
15368,121.19,8,3,39,9
15369,122.01,9,3,39,9
15370,122.11,10,3,39,9
15371,122.94,11,3,39,9
15372,117.88,12,3,39,9
15373,111.52,13,3,39,9
15374,118.27,14,3,39,9
15375,110.68,15,3,39,9
15376,108.17,16,3,39,9
15377,110.46,17,3,39,9
15378,113.28,18,3,39,9
15379,122.32,19,3,39,9
15380,112.86,20,3,39,9
15381,101.32,21,3,39,9
15382,93.42,22,3,39,9
15383,88.1,23,3,39,9
15384,78.4,0,4,39,9
15385,63.0,1,4,39,9
15386,60.6,2,4,39,9
15387,44.58,3,4,39,9
15388,54.64,4,4,39,9
15389,62.82,5,4,39,9
15390,80.04,6,4,39,9
15391,118.21,7,4,39,9
15392,124.01,8,4,39,9
15393,127.57,9,4,39,9
15394,126.82,10,4,39,9
15395,126.52,11,4,39,9
15396,130.22,12,4,39,9
15397,119.24,13,4,39,9
15398,117.66,14,4,39,9
15399,114.51,15,4,39,9
15400,112.99,16,4,39,9
15401,110.66,17,4,39,9
15402,119.47,18,4,39,9
15403,125.85,19,4,39,9
15404,121.27,20,4,39,9
15405,81.2,21,4,39,9
15406,112.41,22,4,39,9
15407,98.0,23,4,39,9
15408,77.72,0,5,39,9
15409,62.15,1,5,39,9
15410,62.0,2,5,39,9
15411,58.95,3,5,39,9
15412,58.0,4,5,39,9
15413,60.89,5,5,39,9
15414,65.83,6,5,39,9
15415,72.82,7,5,39,9
15416,76.5,8,5,39,9
15417,85.26,9,5,39,9
15418,94.5,10,5,39,9
15419,96.46,11,5,39,9
15420,91.25,12,5,39,9
15421,81.0,13,5,39,9
15422,69.96,14,5,39,9
15423,64.93,15,5,39,9
15424,64.77,16,5,39,9
15425,67.85,17,5,39,9
15426,76.72,18,5,39,9
15427,93.0,19,5,39,9
15428,86.58,20,5,39,9
15429,69.64,21,5,39,9
15430,64.57,22,5,39,9
15431,59.0,23,5,39,9
15432,61.0,0,6,39,9
15433,61.04,1,6,39,9
15434,59.91,2,6,39,9
15435,58.0,3,6,39,9
15436,48.99,4,6,39,9
15437,49.29,5,6,39,9
15438,57.2,6,6,39,9
15439,58.75,7,6,39,9
15440,59.24,8,6,39,9
15441,60.77,9,6,39,9
15442,59.96,10,6,39,9
15443,64.0,11,6,39,9
15444,69.96,12,6,39,9
15445,70.0,13,6,39,9
15446,66.05,14,6,39,9
15447,60.33,15,6,39,9
15448,47.47,16,6,39,9
15449,54.94,17,6,39,9
15450,71.2,18,6,39,9
15451,101.98,19,6,39,9
15452,99.71,20,6,39,9
15453,90.0,21,6,39,9
15454,85.0,22,6,39,9
15455,81.0,23,6,39,9
15456,57.0,0,0,40,9
15457,52.53,1,0,40,9
15458,50.12,2,0,40,9
15459,35.67,3,0,40,9
15460,28.13,4,0,40,9
15461,46.62,5,0,40,9
15462,75.0,6,0,40,9
15463,120.25,7,0,40,9
15464,138.0,8,0,40,9
15465,136.46,9,0,40,9
15466,136.49,10,0,40,9
15467,136.14,11,0,40,9
15468,134.0,12,0,40,9
15469,130.03,13,0,40,9
15470,125.09,14,0,40,9
15471,120.75,15,0,40,9
15472,118.86,16,0,40,9
15473,113.04,17,0,40,9
15474,126.01,18,0,40,9
15475,140.62,19,0,40,9
15476,124.71,20,0,40,9
15477,114.0,21,0,40,9
15478,102.0,22,0,40,9
15479,97.99,23,0,40,9
15480,74.1,0,1,40,9
15481,63.6,1,1,40,9
15482,59.9,2,1,40,9
15483,59.3,3,1,40,9
15484,63.0,4,1,40,9
15485,66.12,5,1,40,9
15486,89.03,6,1,40,9
15487,114.27,7,1,40,9
15488,150.0,8,1,40,9
15489,150.7,9,1,40,9
15490,154.0,10,1,40,9
15491,175.0,11,1,40,9
15492,136.0,12,1,40,9
15493,134.28,13,1,40,9
15494,133.65,14,1,40,9
15495,131.19,15,1,40,9
15496,127.27,16,1,40,9
15497,125.9,17,1,40,9
15498,131.13,18,1,40,9
15499,163.25,19,1,40,9
15500,136.0,20,1,40,9
15501,107.89,21,1,40,9
15502,85.25,22,1,40,9
15503,76.94,23,1,40,9
15504,68.03,0,2,40,9
15505,61.25,1,2,40,9
15506,63.58,2,2,40,9
15507,58.77,3,2,40,9
15508,57.55,4,2,40,9
15509,64.0,5,2,40,9
15510,82.99,6,2,40,9
15511,127.0,7,2,40,9
15512,151.22,8,2,40,9
15513,170.0,9,2,40,9
15514,157.96,10,2,40,9
15515,160.04,11,2,40,9
15516,153.98,12,2,40,9
15517,144.0,13,2,40,9
15518,140.01,14,2,40,9
15519,135.52,15,2,40,9
15520,128.72,16,2,40,9
15521,122.64,17,2,40,9
15522,141.79,18,2,40,9
15523,161.0,19,2,40,9
15524,140.3,20,2,40,9
15525,118.04,21,2,40,9
15526,105.51,22,2,40,9
15527,82.02,23,2,40,9
15528,69.0,0,3,40,9
15529,65.48,1,3,40,9
15530,56.99,2,3,40,9
15531,55.7,3,3,40,9
15532,51.21,4,3,40,9
15533,62.45,5,3,40,9
15534,88.28,6,3,40,9
15535,135.09,7,3,40,9
15536,160.51,8,3,40,9
15537,170.46,9,3,40,9
15538,157.1,10,3,40,9
15539,171.91,11,3,40,9
15540,163.0,12,3,40,9
15541,154.02,13,3,40,9
15542,143.23,14,3,40,9
15543,141.0,15,3,40,9
15544,134.51,16,3,40,9
15545,132.0,17,3,40,9
15546,134.29,18,3,40,9
15547,165.15,19,3,40,9
15548,134.0,20,3,40,9
15549,115.72,21,3,40,9
15550,87.59,22,3,40,9
15551,87.18,23,3,40,9
15552,70.62,0,4,40,9
15553,64.93,1,4,40,9
15554,58.0,2,4,40,9
15555,56.23,3,4,40,9
15556,56.68,4,4,40,9
15557,64.93,5,4,40,9
15558,87.36,6,4,40,9
15559,125.0,7,4,40,9
15560,137.5,8,4,40,9
15561,138.01,9,4,40,9
15562,138.01,10,4,40,9
15563,138.0,11,4,40,9
15564,130.8,12,4,40,9
15565,125.34,13,4,40,9
15566,121.74,14,4,40,9
15567,116.86,15,4,40,9
15568,112.0,16,4,40,9
15569,103.95,17,4,40,9
15570,112.01,18,4,40,9
15571,130.8,19,4,40,9
15572,117.56,20,4,40,9
15573,95.69,21,4,40,9
15574,85.15,22,4,40,9
15575,78.47,23,4,40,9
15576,70.0,0,5,40,9
15577,64.8,1,5,40,9
15578,62.25,2,5,40,9
15579,56.54,3,5,40,9
15580,55.77,4,5,40,9
15581,57.07,5,5,40,9
15582,61.2,6,5,40,9
15583,74.0,7,5,40,9
15584,82.95,8,5,40,9
15585,85.75,9,5,40,9
15586,90.79,10,5,40,9
15587,90.03,11,5,40,9
15588,84.41,12,5,40,9
15589,79.44,13,5,40,9
15590,77.38,14,5,40,9
15591,74.75,15,5,40,9
15592,73.43,16,5,40,9
15593,76.3,17,5,40,9
15594,86.5,18,5,40,9
15595,93.0,19,5,40,9
15596,91.08,20,5,40,9
15597,77.1,21,5,40,9
15598,73.0,22,5,40,9
15599,64.0,23,5,40,9
15600,60.01,0,6,40,9
15601,56.64,1,6,40,9
15602,51.37,2,6,40,9
15603,37.2,3,6,40,9
15604,42.0,4,6,40,9
15605,42.0,5,6,40,9
15606,38.99,6,6,40,9
15607,47.49,7,6,40,9
15608,60.0,8,6,40,9
15609,60.28,9,6,40,9
15610,63.78,10,6,40,9
15611,70.0,11,6,40,9
15612,70.12,12,6,40,9
15613,58.0,13,6,40,9
15614,54.89,14,6,40,9
15615,53.41,15,6,40,9
15616,53.16,16,6,40,9
15617,56.79,17,6,40,9
15618,65.28,18,6,40,9
15619,89.0,19,6,40,9
15620,84.33,20,6,40,9
15621,73.0,21,6,40,9
15622,67.0,22,6,40,9
15623,59.0,23,6,40,9
15624,54.0,0,0,41,9
15625,48.9,1,0,41,9
15626,40.21,2,0,41,9
15627,26.83,3,0,41,9
15628,26.55,4,0,41,9
15629,49.61,5,0,41,9
15630,69.93,6,0,41,9
15631,115.34,7,0,41,9
15632,120.04,8,0,41,9
15633,123.66,9,0,41,9
15634,118.93,10,0,41,9
15635,120.0,11,0,41,9
15636,118.08,12,0,41,9
15637,115.76,13,0,41,9
15638,116.44,14,0,41,9
15639,113.82,15,0,41,9
15640,108.09,16,0,41,9
15641,104.34,17,0,41,9
15642,112.94,18,0,41,9
15643,134.75,19,0,41,9
15644,122.44,20,0,41,9
15645,90.59,21,0,41,9
15646,81.03,22,0,41,9
15647,74.19,23,0,41,9
15648,57.2,0,1,41,9
15649,53.0,1,1,41,9
15650,47.5,2,1,41,9
15651,47.0,3,1,41,9
15652,45.78,4,1,41,9
15653,58.37,5,1,41,9
15654,75.19,6,1,41,9
15655,125.19,7,1,41,9
15656,123.95,8,1,41,9
15657,122.9,9,1,41,9
15658,126.3,10,1,41,9
15659,121.74,11,1,41,9
15660,122.47,12,1,41,9
15661,122.5,13,1,41,9
15662,121.22,14,1,41,9
15663,114.9,15,1,41,9
15664,114.71,16,1,41,9
15665,112.76,17,1,41,9
15666,119.14,18,1,41,9
15667,127.64,19,1,41,9
15668,121.0,20,1,41,9
15669,93.68,21,1,41,9
15670,84.52,22,1,41,9
15671,71.96,23,1,41,9
15672,61.76,0,2,41,9
15673,55.54,1,2,41,9
15674,51.86,2,2,41,9
15675,47.0,3,2,41,9
15676,46.76,4,2,41,9
15677,57.38,5,2,41,9
15678,74.69,6,2,41,9
15679,117.04,7,2,41,9
15680,109.93,8,2,41,9
15681,115.39,9,2,41,9
15682,118.82,10,2,41,9
15683,116.02,11,2,41,9
15684,111.11,12,2,41,9
15685,113.28,13,2,41,9
15686,116.36,14,2,41,9
15687,107.48,15,2,41,9
15688,99.01,16,2,41,9
15689,94.74,17,2,41,9
15690,110.94,18,2,41,9
15691,119.0,19,2,41,9
15692,114.86,20,2,41,9
15693,89.8,21,2,41,9
15694,83.43,22,2,41,9
15695,79.15,23,2,41,9
15696,58.0,0,3,41,9
15697,52.52,1,3,41,9
15698,44.59,2,3,41,9
15699,39.81,3,3,41,9
15700,39.04,4,3,41,9
15701,54.52,5,3,41,9
15702,68.56,6,3,41,9
15703,110.0,7,3,41,9
15704,114.27,8,3,41,9
15705,114.39,9,3,41,9
15706,116.34,10,3,41,9
15707,113.39,11,3,41,9
15708,103.07,12,3,41,9
15709,108.45,13,3,41,9
15710,109.91,14,3,41,9
15711,104.53,15,3,41,9
15712,99.77,16,3,41,9
15713,95.44,17,3,41,9
15714,111.0,18,3,41,9
15715,119.6,19,3,41,9
15716,117.8,20,3,41,9
15717,99.65,21,3,41,9
15718,86.89,22,3,41,9
15719,85.26,23,3,41,9
15720,59.46,0,4,41,9
15721,50.39,1,4,41,9
15722,47.96,2,4,41,9
15723,44.41,3,4,41,9
15724,45.62,4,4,41,9
15725,56.0,5,4,41,9
15726,71.38,6,4,41,9
15727,119.55,7,4,41,9
15728,120.2,8,4,41,9
15729,124.04,9,4,41,9
15730,121.0,10,4,41,9
15731,120.01,11,4,41,9
15732,118.49,12,4,41,9
15733,117.25,13,4,41,9
15734,121.73,14,4,41,9
15735,119.0,15,4,41,9
15736,109.19,16,4,41,9
15737,109.69,17,4,41,9
15738,122.98,18,4,41,9
15739,130.01,19,4,41,9
15740,125.42,20,4,41,9
15741,115.22,21,4,41,9
15742,110.03,22,4,41,9
15743,103.78,23,4,41,9
15744,75.11,0,5,41,9
15745,65.1,1,5,41,9
15746,54.11,2,5,41,9
15747,49.94,3,5,41,9
15748,47.96,4,5,41,9
15749,49.94,5,5,41,9
15750,57.29,6,5,41,9
15751,64.02,7,5,41,9
15752,72.78,8,5,41,9
15753,75.75,9,5,41,9
15754,80.0,10,5,41,9
15755,81.5,11,5,41,9
15756,76.0,12,5,41,9
15757,66.26,13,5,41,9
15758,60.91,14,5,41,9
15759,60.67,15,5,41,9
15760,65.1,16,5,41,9
15761,65.1,17,5,41,9
15762,80.95,18,5,41,9
15763,93.71,19,5,41,9
15764,82.5,20,5,41,9
15765,66.89,21,5,41,9
15766,60.25,22,5,41,9
15767,77.62,23,5,41,9
15768,50.92,0,6,41,9
15769,48.06,1,6,41,9
15770,48.06,2,6,41,9
15771,47.47,3,6,41,9
15772,45.04,4,6,41,9
15773,47.0,5,6,41,9
15774,48.24,6,6,41,9
15775,45.6,7,6,41,9
15776,46.0,8,6,41,9
15777,51.0,9,6,41,9
15778,56.39,10,6,41,9
15779,58.8,11,6,41,9
15780,59.93,12,6,41,9
15781,51.0,13,6,41,9
15782,49.96,14,6,41,9
15783,44.0,15,6,41,9
15784,40.0,16,6,41,9
15785,47.47,17,6,41,9
15786,70.0,18,6,41,9
15787,103.0,19,6,41,9
15788,80.41,20,6,41,9
15789,69.0,21,6,41,9
15790,59.93,22,6,41,9
15791,52.0,23,6,41,9
15792,45.94,0,0,42,9
15793,43.31,1,0,42,9
15794,37.34,2,0,42,9
15795,19.95,3,0,42,9
15796,30.19,4,0,42,9
15797,45.77,5,0,42,9
15798,67.0,6,0,42,9
15799,121.81,7,0,42,9
15800,107.21,8,0,42,9
15801,108.61,9,0,42,9
15802,109.09,10,0,42,9
15803,103.65,11,0,42,9
15804,98.31,12,0,42,9
15805,97.04,13,0,42,9
15806,99.17,14,0,42,9
15807,85.11,15,0,42,9
15808,82.5,16,0,42,9
15809,77.0,17,0,42,9
15810,102.45,18,0,42,9
15811,113.96,19,0,42,9
15812,99.38,20,0,42,9
15813,79.0,21,0,42,9
15814,74.47,22,0,42,9
15815,65.1,23,0,42,9
15816,52.08,0,1,42,9
15817,40.06,1,1,42,9
15818,40.32,2,1,42,9
15819,34.0,3,1,42,9
15820,36.32,4,1,42,9
15821,48.78,5,1,42,9
15822,65.8,6,1,42,9
15823,113.01,7,1,42,9
15824,111.08,8,1,42,9
15825,114.6,9,1,42,9
15826,116.08,10,1,42,9
15827,115.87,11,1,42,9
15828,119.0,12,1,42,9
15829,112.0,13,1,42,9
15830,115.66,14,1,42,9
15831,114.03,15,1,42,9
15832,106.41,16,1,42,9
15833,99.65,17,1,42,9
15834,116.55,18,1,42,9
15835,119.0,19,1,42,9
15836,111.04,20,1,42,9
15837,98.11,21,1,42,9
15838,94.59,22,1,42,9
15839,85.0,23,1,42,9
15840,64.7,0,2,42,9
15841,55.21,1,2,42,9
15842,52.53,2,2,42,9
15843,42.65,3,2,42,9
15844,44.28,4,2,42,9
15845,59.57,5,2,42,9
15846,79.79,6,2,42,9
15847,122.68,7,2,42,9
15848,120.26,8,2,42,9
15849,129.06,9,2,42,9
15850,126.66,10,2,42,9
15851,131.86,11,2,42,9
15852,126.71,12,2,42,9
15853,124.59,13,2,42,9
15854,121.85,14,2,42,9
15855,118.01,15,2,42,9
15856,114.0,16,2,42,9
15857,111.46,17,2,42,9
15858,127.0,18,2,42,9
15859,145.71,19,2,42,9
15860,131.01,20,2,42,9
15861,105.01,21,2,42,9
15862,93.05,22,2,42,9
15863,67.85,23,2,42,9
15864,64.62,0,3,42,9
15865,54.59,1,3,42,9
15866,47.04,2,3,42,9
15867,41.91,3,3,42,9
15868,43.0,4,3,42,9
15869,56.32,5,3,42,9
15870,80.5,6,3,42,9
15871,131.24,7,3,42,9
15872,127.68,8,3,42,9
15873,135.24,9,3,42,9
15874,134.92,10,3,42,9
15875,136.05,11,3,42,9
15876,120.01,12,3,42,9
15877,120.27,13,3,42,9
15878,117.52,14,3,42,9
15879,109.79,15,3,42,9
15880,109.0,16,3,42,9
15881,106.98,17,3,42,9
15882,122.27,18,3,42,9
15883,141.24,19,3,42,9
15884,118.72,20,3,42,9
15885,96.39,21,3,42,9
15886,82.86,22,3,42,9
15887,78.63,23,3,42,9
15888,58.31,0,4,42,9
15889,55.1,1,4,42,9
15890,45.75,2,4,42,9
15891,43.0,3,4,42,9
15892,43.0,4,4,42,9
15893,52.39,5,4,42,9
15894,76.0,6,4,42,9
15895,122.8,7,4,42,9
15896,120.7,8,4,42,9
15897,119.97,9,4,42,9
15898,116.07,10,4,42,9
15899,109.35,11,4,42,9
15900,107.14,12,4,42,9
15901,104.45,13,4,42,9
15902,99.33,14,4,42,9
15903,94.08,15,4,42,9
15904,88.0,16,4,42,9
15905,87.05,17,4,42,9
15906,106.11,18,4,42,9
15907,120.46,19,4,42,9
15908,102.99,20,4,42,9
15909,76.75,21,4,42,9
15910,72.41,22,4,42,9
15911,66.7,23,4,42,9
15912,65.0,0,5,42,9
15913,59.0,1,5,42,9
15914,54.93,2,5,42,9
15915,54.0,3,5,42,9
15916,50.65,4,5,42,9
15917,54.46,5,5,42,9
15918,57.83,6,5,42,9
15919,70.0,7,5,42,9
15920,75.12,8,5,42,9
15921,83.0,9,5,42,9
15922,86.25,10,5,42,9
15923,88.0,11,5,42,9
15924,82.0,12,5,42,9
15925,70.0,13,5,42,9
15926,65.0,14,5,42,9
15927,57.84,15,5,42,9
15928,54.9,16,5,42,9
15929,58.32,17,5,42,9
15930,79.93,18,5,42,9
15931,86.7,19,5,42,9
15932,71.04,20,5,42,9
15933,58.89,21,5,42,9
15934,58.0,22,5,42,9
15935,50.41,23,5,42,9
15936,35.0,0,6,42,9
15937,40.23,1,6,42,9
15938,0.01,2,6,42,9
15939,0.01,3,6,42,9
15940,3.0,4,6,42,9
15941,3.32,5,6,42,9
15942,15.33,6,6,42,9
15943,15.45,7,6,42,9
15944,36.37,8,6,42,9
15945,40.69,9,6,42,9
15946,47.41,10,6,42,9
15947,51.83,11,6,42,9
15948,54.46,12,6,42,9
15949,54.46,13,6,42,9
15950,49.76,14,6,42,9
15951,49.73,15,6,42,9
15952,42.23,16,6,42,9
15953,43.0,17,6,42,9
15954,72.8,18,6,42,9
15955,85.0,19,6,42,9
15956,79.85,20,6,42,9
15957,79.93,21,6,42,9
15958,61.1,22,6,42,9
15959,65.0,23,6,42,9
15960,49.41,0,0,43,9
15961,46.18,1,0,43,9
15962,38.01,2,0,43,9
15963,36.16,3,0,43,9
15964,35.0,4,0,43,9
15965,45.56,5,0,43,9
15966,79.03,6,0,43,9
15967,108.29,7,0,43,9
15968,109.0,8,0,43,9
15969,104.01,9,0,43,9
15970,102.32,10,0,43,9
15971,109.92,11,0,43,9
15972,109.0,12,0,43,9
15973,100.0,13,0,43,9
15974,96.82,14,0,43,9
15975,87.28,15,0,43,9
15976,91.08,16,0,43,9
15977,119.0,17,0,43,9
15978,145.79,18,0,43,9
15979,124.0,19,0,43,9
15980,101.8,20,0,43,9
15981,78.1,21,0,43,9
15982,68.7,22,0,43,9
15983,64.93,23,0,43,9
15984,58.0,0,1,43,9
15985,51.75,1,1,43,9
15986,45.0,2,1,43,9
15987,44.29,3,1,43,9
15988,46.78,4,1,43,9
15989,58.7,5,1,43,9
15990,87.99,6,1,43,9
15991,117.71,7,1,43,9
15992,117.56,8,1,43,9
15993,121.52,9,1,43,9
15994,128.09,10,1,43,9
15995,132.53,11,1,43,9
15996,126.13,12,1,43,9
15997,120.78,13,1,43,9
15998,120.7,14,1,43,9
15999,117.22,15,1,43,9
16000,120.86,16,1,43,9
16001,146.05,17,1,43,9
16002,195.33,18,1,43,9
16003,150.0,19,1,43,9
16004,113.38,20,1,43,9
16005,84.22,21,1,43,9
16006,90.0,22,1,43,9
16007,90.0,23,1,43,9
16008,65.0,0,2,43,9
16009,57.99,1,2,43,9
16010,50.03,2,2,43,9
16011,46.36,3,2,43,9
16012,46.62,4,2,43,9
16013,53.0,5,2,43,9
16014,76.26,6,2,43,9
16015,114.79,7,2,43,9
16016,118.09,8,2,43,9
16017,117.0,9,2,43,9
16018,121.0,10,2,43,9
16019,123.43,11,2,43,9
16020,118.0,12,2,43,9
16021,120.01,13,2,43,9
16022,119.11,14,2,43,9
16023,115.27,15,2,43,9
16024,120.0,16,2,43,9
16025,153.33,17,2,43,9
16026,179.0,18,2,43,9
16027,152.86,19,2,43,9
16028,118.03,20,2,43,9
16029,78.0,21,2,43,9
16030,71.0,22,2,43,9
16031,64.0,23,2,43,9
16032,59.85,0,3,43,9
16033,53.01,1,3,43,9
16034,47.46,2,3,43,9
16035,41.0,3,3,43,9
16036,42.97,4,3,43,9
16037,54.0,5,3,43,9
16038,80.0,6,3,43,9
16039,113.35,7,3,43,9
16040,119.54,8,3,43,9
16041,120.01,9,3,43,9
16042,119.38,10,3,43,9
16043,120.86,11,3,43,9
16044,117.73,12,3,43,9
16045,117.5,13,3,43,9
16046,115.92,14,3,43,9
16047,110.33,15,3,43,9
16048,110.64,16,3,43,9
16049,125.06,17,3,43,9
16050,141.44,18,3,43,9
16051,132.34,19,3,43,9
16052,102.36,20,3,43,9
16053,78.0,21,3,43,9
16054,86.04,22,3,43,9
16055,78.0,23,3,43,9
16056,60.0,0,4,43,9
16057,56.95,1,4,43,9
16058,52.0,2,4,43,9
16059,48.0,3,4,43,9
16060,48.2,4,4,43,9
16061,58.0,5,4,43,9
16062,73.41,6,4,43,9
16063,101.25,7,4,43,9
16064,117.19,8,4,43,9
16065,121.01,9,4,43,9
16066,120.35,10,4,43,9
16067,122.5,11,4,43,9
16068,114.0,12,4,43,9
16069,105.0,13,4,43,9
16070,104.93,14,4,43,9
16071,94.6,15,4,43,9
16072,91.0,16,4,43,9
16073,110.0,17,4,43,9
16074,120.14,18,4,43,9
16075,105.03,19,4,43,9
16076,92.0,20,4,43,9
16077,69.9,21,4,43,9
16078,64.5,22,4,43,9
16079,70.98,23,4,43,9
16080,81.67,0,5,43,10
16081,49.0,1,5,43,10
16082,50.0,2,5,43,10
16083,44.54,3,5,43,10
16084,35.99,4,5,43,10
16085,33.17,5,5,43,10
16086,29.7,6,5,43,10
16087,38.0,7,5,43,10
16088,58.8,8,5,43,10
16089,71.0,9,5,43,10
16090,74.0,10,5,43,10
16091,70.0,11,5,43,10
16092,70.51,12,5,43,10
16093,62.29,13,5,43,10
16094,56.75,14,5,43,10
16095,55.74,15,5,43,10
16096,57.87,16,5,43,10
16097,70.2,17,5,43,10
16098,86.5,18,5,43,10
16099,83.96,19,5,43,10
16100,79.99,20,5,43,10
16101,63.0,21,5,43,10
16102,76.99,22,5,43,10
16103,77.09,23,5,43,10
16104,41.16,0,6,43,10
16105,35.0,1,6,43,10
16106,38.41,2,6,43,10
16107,19.3,3,6,43,10
16108,17.37,4,6,43,10
16109,35.08,5,6,43,10
16110,33.69,6,6,43,10
16111,35.3,7,6,43,10
16112,43.57,8,6,43,10
16113,56.0,9,6,43,10
16114,60.67,10,6,43,10
16115,62.0,11,6,43,10
16116,62.7,12,6,43,10
16117,53.75,13,6,43,10
16118,51.0,14,6,43,10
16119,48.23,15,6,43,10
16120,41.21,16,6,43,10
16121,60.38,17,6,43,10
16122,86.09,18,6,43,10
16123,83.39,19,6,43,10
16124,67.83,20,6,43,10
16125,50.0,21,6,43,10
16126,55.9,22,6,43,10
16127,48.26,23,6,43,10
16128,44.81,0,0,44,10
16129,35.4,1,0,44,10
16130,38.0,2,0,44,10
16131,37.89,3,0,44,10
16132,38.99,4,0,44,10
16133,35.02,5,0,44,10
16134,51.0,6,0,44,10
16135,85.2,7,0,44,10
16136,97.0,8,0,44,10
16137,97.53,9,0,44,10
16138,98.99,10,0,44,10
16139,102.48,11,0,44,10
16140,99.96,12,0,44,10
16141,94.9,13,0,44,10
16142,95.2,14,0,44,10
16143,84.93,15,0,44,10
16144,86.4,16,0,44,10
16145,123.0,17,0,44,10
16146,125.26,18,0,44,10
16147,102.45,19,0,44,10
16148,85.0,20,0,44,10
16149,69.19,21,0,44,10
16150,66.71,22,0,44,10
16151,59.32,23,0,44,10
16152,47.67,0,1,44,10
16153,42.76,1,1,44,10
16154,44.88,2,1,44,10
16155,39.39,3,1,44,10
16156,39.03,4,1,44,10
16157,45.99,5,1,44,10
16158,64.43,6,1,44,10
16159,98.49,7,1,44,10
16160,104.32,8,1,44,10
16161,109.31,9,1,44,10
16162,108.12,10,1,44,10
16163,113.63,11,1,44,10
16164,109.0,12,1,44,10
16165,102.44,13,1,44,10
16166,100.0,14,1,44,10
16167,95.76,15,1,44,10
16168,97.0,16,1,44,10
16169,116.14,17,1,44,10
